article_id, text, id, l/m, wave, subj_id, user_id, q1, q2, q3, q4, q5, q6, q7, q8, q9, q10, q11, q12
"F3b", "Mumps is a contagious disease, and the treatment is known as MMR, which also treats rubella. An expert in the field says the treatment is sound, but an ecologist states MMR does more harm than good.", "200", "L2", "2", "user05", "1", "4", "2", "0", "0", "0", "1", "1", "2", "0", "0", "0", "0"
"F2b", "A stem cell is a cell that can copy it self indefinitely. Stem cells can rebuild an type of tissue. An expert in the field of stem cell research says that stem cell research is a good thing because it can help us learn why abnormalities develop in cells. A non expert in the field says that stem cell research is bad because it could involuntarily cause cancer. ", "187", "L2", "1", "user04", "1", "4", "2", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0"
"F3b", "Mumps is a contagious disease and its treatment is known as MMR, which also treats rubella. An expert in the field says the vaccine is sound while an ecologist does not.", "201", "L2", "3", "user06", "1", "4", "2", "0", "0", "0", "1", "1", "2", "0", "0", "1", "1"
"F3b", "Mumps is a contagious disease that is caused by virus. Mumps can be prevented by MMR vaccine, which is a kind of vaccine that can protect from three kinds of diseases: mumps, meacles and rubells.", "202", "L3", "1", "user07", "1", "4", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"F3b", "Mumps is a contagious disease that is caused by a virus. Mumps is a disease that can be prevented by a vaccine known as MMR, Measles, Mumps, Rubella.", "203", "L3", "2", "user08", "1", "4", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"F3b", "Mumps is a contagious disease that is contracted by a virus. Mumps can be avoided by the vaccine, MMR. MMR stands for Mumps, Measels, and Rubella", "204", "L3", "3", "user09", "1", "4", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"F3b", "the MMR vaccine can prevent mumps. Dr. White, an virologist says that the vaccine is safe and effective way of preventing the disease. Dr. Blair is an ecologist who opposes the vaccine and says that the risk of severe allergic reaction outweighs potential benefits. Dr. Blair does not have experience with viruses or vaccines.", "205", "M4", "1", "user10", "1", "4", "2", "2", "0", "0", "0", "0", "2", "0", "0", "0", "0"
"F3b", "A new MMR vaccine has been developed to prevent mumps. A virologist named Dr. White advocates for this vaccine while another Dr. who has no background with viruses and vaccines named Dr. Blair opposes the vaccine as he feels there are health risks that outweigh the positive effect of preventing mumps.", "206", "M4", "2", "user11", "1", "4", "2", "2", "0", "0", "1", "1", "2", "0", "0", "0", "0"
"F3b", "A new vaccine to fight MMR has been developed. A virologist named Dr. White advocates for the health benefits of this vaccine while another Dr. who is familiar with the virus, Dr. Blair, believes that the potential risks outweigh the benefits.", "207", "M4", "3", "user12", "1", "2", "2", "2", "0", "0", "1", "1", "2", "1", "1", "0", "0"
"U1c", "Thorium is an alternative to uranium. However, they must be contained with a special science shield because the neutrons no longer engage in fission once they are out of their field. A nonexpert says they're dangerous.", "208", "L5", "1", "user13", "1", "4", "1", "1", "0", "0", "0", "0", "3", "2", "2", "2", "2"
"U1c", "Two metals can be used in fission. Some scientist think that they need a shield because it would be dangerous in some scenario.", "209", "L5", "2", "user14", "1", "1", "1", "2", "1", "1", "1", "1", "3", "2", "2", "2", "2"
"U1c", "research is being done on an element caller thorium which could replacr uranium in the nuclear world. However, experts and non epxerts alike think this element is dangerous.", "211", "M6", "1", "user16", "1", "4", "2", "0", "0", "0", "1", "1", "1", "0", "0", "1", "1"
"U1c", "Research is being done on an element called thorium which could replace uranium in the nuclear world. Experts and non experts alike are worried about this as it is dangerous.", "212", "M6", "2", "user17", "1", "4", "2", "0", "0", "0", "1", "1", "1", "0", "0", "1", "1"
"U1c", "Research world has discovered an element thorium which could replace uranium in the nuclear world. Experts and non experts are concerned about this as it is dangerous.", "213", "M6", "3", "user18", "1", "4", "2", "0", "0", "0", "1", "1", "1", "0", "0", "1", "1"
"U1c", "research being done on new nuclear element, the nuclear plant guy and biologist don't like the new thing because it's not as safe as the old one and it leaks", "214", "M7", "2", "user20", "1", "1", "2", "2", "0", "0", "0", "0", "2", "0", "0", "0", "0"
"U1c", "research being done on potential use of different nuclear element thing, nuclear plant guy and biologist dont like new thing as its not as safe as old thing, new thing leaks more", "215", "M7", "1", "user19", "1", "1", "2", "2", "0", "0", "0", "0", "2", "0", "0", "0", "0"
"U1c", "research being done at a new nuclear plant on new nuclear element, nuclear plant guy and biologist don't like the new one because its not like the old one and it leaks", "216", "M7", "3", "user21", "1", "1", "2", "2", "0", "0", "0", "0", "2", "0", "0", "1", "1"
"U1c", "There is a new element, thorium, that is apparently able to replace uranium in the nuculear world. The problem is, it leaks more neurons than uranium, so extra shielding will be required around nuclear reactors. Williams, the expert on thorium, is against it, saying it leaks far too many neurons. Johnson, a biologist and not an expert, also protests the use of thorium, saying it simply can't replace uranium in terms of efficency.", "217", "L8", "1", "user22", "1", "4", "2", "0", "0", "0", "0", "0", "1", "0", "0", "0", "1"
"U1c", "There is a new element, Thorium, that has the potential to replace Uranium in the nuclear world. The only thing is that Thorium release more neurons than protons so it would require extra shielding to protect against the neurons. Williams, an expert is not in favor because it could be dangerous. A biologist, not an expert is also not in favor because it would not be as efficient as Uranium.", "218", "L8", "2", "user23", "1", "4", "2", "0", "0", "0", "0", "1", "1", "0", "0", "0", "1"
"U1a", "Thoriums is being investigated as a potential replacement for uranium. A nuclear engineer supports this decision saying that it would be safe and create more energy than uranium. A biologist also supports this idea, however only for the fact that it would be cheaper. ", "145", "L4", "1", "user10", "1", "4", "2", "2", "0", "0", "0", "0", "2", "0", "0", "0", "0"
"F3h", "Dr. Blair and Dr. White say the MMR vaccine's risks far outweigh the benefits ", "413", "M13", "2", "user38", "1", "0", "2", "2", "0", "0", "0", "0", "2", "0", "0", "1", "1"
"U2c", "As people and bacteria become antibiotic resistant, there is a push for new treatment. Phage treatments look promising, however Dr. Moore, an expert on phages, thinks they could create dangerous biotoxins and Dr. Wilson, a physicist, finds the treatments inaccesible via cost and availability of specific treatments (opposed to the broad coverage antibiotics offer).", "220", "L5", "1", "user13", "1", "4", "2", "0", "0", "0", "0", "0", "2", "1", "1", "0", "0"
"U2c", "Antibiotic treatment has been facing increasing resistance, and people are looking for an alternative. Phage treatment looks good but one doctor said it is too costly, while another doctor thinks it is not accessible. ", "221", "L5", "2", "user14", "1", "4", "2", "2", "1", "1", "0", "1", "2", "1", "1", "0", "1"
"U2c", "Antibiotic resistance has been increasing and people are looking for alternative treatments. Phage treatments look promising but one doctor said it's too costly and another said it is not accessible.", "222", "L5", "3", "user15", "1", "4", "2", "2", "1", "1", "0", "1", "2", "1", "1", "0", "1"
"U2c", "because diseases have become resistabt to antibiotics, some doctors are looking into phage therapy. However, experts and non experts alike think phage therapy is both expensive and dangerous ", "223", "M6", "1", "user16", "1", "4", "2", "0", "0", "0", "0", "1", "1", "0", "0", "0", "0"
"U2c", "Because many diseases are becoming resistant to antibiotics, many doctors are looking into phage therapy. However, experts and non-experts both agree that phage therapy is both dangerous and expensive.", "224", "M6", "2", "user17", "1", "4", "2", "0", "0", "0", "0", "1", "1", "0", "0", "0", "0"
"U2c", "antibiotics becoming less effective due to overuse, phage therapy is proposed as potential remedy, one opposes because of costs, another opposes due to spread of toxin", "226", "M7", "2", "user20", "1", "4", "2", "2", "0", "0", "0", "0", "2", "0", "0", "0", "0"
"U2c", "antibiotics are becoming less effective due to overuse in society, two scientists both oppose using phage therapy to fix problem, one opposes due to cost, other opposes due to potential of spreading toxins", "227", "M7", "1", "user19", "1", "2", "2", "2", "0", "0", "0", "1", "2", "0", "0", "0", "1"
"U2c", "anitibiotics becoming obsolete due to overuse, phage therapy proposed as replacement, one opposes due to cost, one opposes due to spread of toxins", "228", "M7", "3", "user21", "1", "4", "2", "2", "0", "0", "0", "1", "2", "0", "0", "0", "1"
"U2c", "So thanks to overuse of antibiotics, new bacteria are now immune. There's a new treatment called phage therapy to treat this. One person, an expert and epidimiologist, does not like the treatment because he believes it releases toxins in the body. Another person, a pharmacist and non expert, is also not in favor.", "230", "L8", "2", "user23", "1", "2", "2", "0", "0", "0", "0", "0", "1", "0", "0", "1", "1"
"U2c", "So thanks to antibiotics bacteria are now immune. One way to treat this is phage therapy. One person, an expert in microbiology and epidimiology, says that we should not use this because it releases toxins into the body. Another person, who is not an expert also says that we should not use it.", "231", "L8", "3", "user24", "1", "2", "2", "0", "0", "0", "0", "0", "1", "0", "0", "1", "1"
"U3c", "Bioremediation uses microbes to clean environments. However, an expert in the field says their use may create more toxic byproducts. A non-expert opposes their usage because it's difficult to control where microbes go.", "232", "L5", "1", "user13", "1", "4", "2", "0", "1", "1", "0", "0", "1", "0", "0", "0", "0"
"U3c", "Microbes are used to clean the environment. Some expects said it is toxic for the environment while some non-experts said otherwise because it is difficult to control where microbes go.", "233", "L5", "2", "user14", "1", "3", "2", "0", "1", "1", "0", "0", "1", "1", "1", "0", "0"
"U3c", "Microbes are used to help clean the environment. Some experts said that it is non toxic but other non experts were not so sure, as you can't know where the microbes go.", "234", "L5", "3", "user15", "1", "3", "2", "0", "1", "1", "0", "1", "1", "0", "0", "0", "0"
"U3c", "bioremedification is the process of removing contamination from waste. Experts and non experts alike are concerned about this process because it can be toxic and hard to control", "235", "M6", "1", "user16", "1", "4", "2", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0"
"U3c", "Bioremedification is the process of removing contamination from waste. Experts and non experts alike are worried about the toxicity of the process.", "236", "M6", "2", "user17", "1", "4", "2", "0", "0", "0", "0", "0", "1", "0", "0", "0", "1"
"U3c", "Bioremedification is the process of removing contamination from wastes. Experts and non-experts alike are concerned about the safety of this process.", "237", "M6", "3", "user18", "1", "4", "2", "0", "0", "0", "1", "1", "1", "0", "0", "1", "1"
"U3c", "bioremediation, two scientists oppose because of potential for contaiminates to leak back into usuable material", "239", "M7", "1", "user19", "1", "2", "2", "2", "0", "0", "0", "0", "2", "0", "0", "1", "1"
"U3c", "Bioremediation is the process of usiong organisms to neutralize waste products. It can be used on dirt or water. Harris, a microbiologist and expert on bioremediation, opposes it because the cotaminant many turn into a new toxic by product. Another non-expert says that 
we shouldn't use bioremediation because it is hard to control where the bacteria go.", "241", "L8", "1", "user22", "1", "4", "2", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0"
"U3c", "A new process called bioremediation is set to help neutralize waste. One person, a microbiologist and expert, says that it is not a good idea because it can produce a new toxic by product. A non expert also opposes this because it's hard to control where the bacteria goes.", "242", "L8", "2", "user23", "1", "4", "2", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0"
"U3c", "A new process called bioremdiation can be used to neutralize waste. One person, an expert and microbologist is against using it because it  Another person, a non-expert is against using it because we cannot control where the bacteria goes.", "243", "L8", "3", "user24", "1", "4", "2", "0", "0", "0", "1", "1", "1", "0", "0", "0", "0"
"F1d", "GMOs have altered genes from outside sources, such as viruses. An expert opposes them because they could be harmful to humans, biodiversity, and the environment. A non expert says they are the solution to world hunger.", "244", "M5", "1", "user13", "1", "2", "2", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0"
"F1d", "GMO has altered the genes of outside organism such as virus. Some expert oppose it because it is bad for human, biodiversity and the environment, while non-experts support GMO saying that it helps solve the problem of world hunger.", "245", "M5", "2", "user14", "1", "2", "2", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0"
"U1c", "Two metals can be combined in fission. ", "210", "L5", "3", "user15", "1", "1", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"F1d", "GMOs are foods that are modified in ways that are not natural. Supports of GMOs say they are the answer to food shortages. Opponents say that GMOs can lead to lower levels of biodiversity ", "247", "L6", "1", "user16", "1", "4", "2", "2", "0", "1", "0", "1", "2", "0", "1", "0", "1"
"F1d", "GMOs are genetically modified, often plants, crops, and viruses. Dr. Lewis, a crop ecologist, thinks that GMOs are harmful because they can harm biodiversity of species. Dr Hall, unqualified researcher, says that he thinks GMOs can solve world hunger.", "254", "M8", "2", "user23", "1", "2", "2", "2", "0", "0", "0", "0", "2", "0", "0", "0", "0"
"F1d", "gmos are genetically modified, often plants, crops, viruses. Dr of ecology thunks they are harmful and should be discontinued. unqualified doctor thinks they could be used to address world hunger.
", "255", "M8", "3", "user24", "1", "2", "2", "2", "0", "0", "0", "1", "2", "0", "0", "0", "0"
"F2d", "Stems cells can indefinitely make copies of themselves and specialized cells. An expert warns of their carcinogenic effects if implanted without culturing first. A nonexpert supports them for their insights into cell mutations and carcinogens.", "256", "M5", "1", "user13", "1", "4", "2", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0"
"F1b", "Genetically modified organisms (GMOs) are genetically modified, plants, animals, or other things that can change the makeup of something. An expert in the field said they are beneficial because they can help stop food shortages while a non expert ecologist said they are non beneficial because they can hurt the environment. ", "177", "L2", "3", "user06", "1", "2", "2", "0", "0", "0", "0", "0", "1", "0", "0", "0", "1"
"F2d", "stem cells can be used to repair a variety of problems", "258", "M5", "3", "user15", "1", "2", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"F2d", "a stem cell is a cell that can make copies of itsel. those who oppose stem cell research say that can cause patients to have a risk for tumors. those who support stem cell research say it can help them better understand dangerous diseases such as cancer", "259", "L6", "1", "user16", "1", "4", "2", "2", "0", "0", "0", "0", "2", "0", "0", "0", "0"
"F2d", "A stem cell is a cell that can make copies of itself. Those who oppose stem cell research say that it can cause people to have an increased risk of obtaining tumors. Those who support stem cell research say that it can help us better understand infectious diseases such as cancer. ", "260", "L6", "2", "user17", "1", "4", "2", "2", "0", "0", "0", "0", "2", "0", "0", "0", "0"
"F2d", "Stem cells are cells that can make copies of itself. Those who oppose stem cell research say that it will increase the risk of a person getting tumours. Those who support stem cell research say that it will improve our understanding of infectious diseases such as cancer.", "261", "L6", "3", "user18", "1", "4", "2", "2", "0", "0", "0", "0", "2", "0", "0", "0", "0"
"F2d", "stem cell research, geneticist against stem cell research, chemist for stem cell research", "262", "L7", "2", "user20", "1", "2", "2", "2", "0", "0", "1", "1", "2", "0", "0", "1", "1"
"F2d", "stem cell research, geneticist against stem cell research , chemist for stem cell research", "263", "L7", "1", "user19", "1", "2", "2", "2", "0", "0", "1", "1", "2", "0", "0", "1", "1"
"F2d", "stem cell research, geneticist against stem cell research, chemist for stem cell research", "264", "L7", "3", "user21", "1", "2", "2", "2", "0", "0", "1", "1", "2", "0", "0", "1", "1"
"F2d", "Stem cells are cells that can reproduce indefinitely. Dr. King, an expert on stem cells,says that they can be dangerous and cause cancer. Dr Jenkins says they are not harmful and can help", "266", "M8", "2", "user23", "1", "4", "2", "0", "0", "0", "0", "0", "2", "0", "0", "1", "1"
"F2d", "stem cells are cells that can reproduce indefinitely. dr king think they can cause cancer. dr. jenkins thinks they can help humans.", "267", "M8", "3", "user24", "1", "4", "2", "2", "0", "0", "0", "0", "2", "0", "0", "1", "1"
"F3d", "An expert on vaccines opposes the mmr vaccine because the risks outweigh the benefits, but a nonexpert claims it is totally safe and important for the community as a whole.", "268", "M5", "1", "user13", "1", "2", "2", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0"
"F3d", "A vaccine expert opposes mmr vaccine because the risks outweight its benefits, while some non-experts said it is totally safe and good for the community.", "269", "M5", "2", "user14", "1", "2", "2", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0"
"F3d", "a vaccine expert opposes mmr vaccine because the risks outweigh the benefits, while a non expert sees no problem woth the vaccine", "270", "M5", "3", "user15", "1", "2", "2", "0", "0", "0", "0", "0", "1", "0", "0", "1", "1"
"F3d", "Mumps is an infectious disease that can be prevented with the MMR (measals, mumps, and rubella) vaccine. Opponents of the vaccine say that it can cause severe allergic reactions. Supporters say that it is completely safe", "271", "L6", "1", "user16", "1", "4", "2", "2", "0", "0", "0", "0", "2", "0", "0", "0", "0"
"F3d", "Mumps is an infectious disease that can be preventing using the MMR vaccine. Opponents of the vaccine say that it can cause severe allergic reactions. Supporters say that the vaccine is completely safe. ", "272", "L6", "2", "user17", "1", "4", "2", "2", "0", "0", "0", "0", "2", "0", "0", "0", "0"
"F3d", "Mumps is a disease that can be preventing by the use of MMR vaccine. Opponents of the vaccine say that it can cause allergic reactions. Supporters of the vaccine say that it is completely safe. ", "273", "L6", "3", "user18", "1", "4", "2", "2", "0", "0", "0", "0", "2", "0", "0", "0", "0"
"F3d", "MMR vaccine, virologist DR against vaccine, ecologist DR for vaccine", "276", "L7", "3", "user21", "1", "2", "2", "2", "0", "0", "1", "1", "2", "0", "0", "1", "1"
"U2e", "This article was about how overuse of antiobiotics can cause resistance. Experts in the field advocate for a method called phage, that they say will help prevent resistance. Others say that it will not help.", "300", "M11", "3", "user33", "1", "4", "2", "0", "0", "0", "0", "1", "2", "0", "0", "1", "1"
"F3h", "Dr. Blair says the MMR vacines wrisks far outweighs the benefits.", "414", "M13", "3", "user39", "1", "2", "1", "2", "0", "0", "0", "0", "3", "2", "2", "2", "2"
"F3d", "Mumps is a disease. It can be vaccinated by MMR which is also ised to treat measles and rubella. Again, two people disagree. One, who is a professional says the vaccine can be harmful. Another, who is not an expert, says that the vaccine could be beneficial", "278", "M8", "2", "user23", "1", "4", "2", "0", "0", "0", "1", "1", "1", "0", "0", "1", "1"
"F3d", "mumps is a disease. it can be treated by an MMR which can also treat measels and rubella. an expert on disease says vaccines are harmful and should not be used. another dr who is not an expert says they should be used.", "279", "M8", "3", "user24", "1", "4", "2", "0", "0", "0", "0", "1", "1", "0", "0", "1", "1"
"U2e", "Antibiotics are increasing the risk of infection. Phage therapy is a method for treating disease. An expert suggests using phage therapy for disease. A physicist non expert suggests that phage therapy may be harmful to humans.", "303", "L12", "3", "user36", "1", "2", "2", "0", "0", "0", "1", "1", "1", "0", "0", "1", "1"
"U1e", "There is a new element being researched, thorium. Thorium is an alternative to uranium. Molecules that can't escape the reaction vessel during fission must be captured. Dr. X, an expert on thorium, is in favor of the element. Dr. X, who is a biologist... I can't remember the rest.", "281", "L9", "2", "user26", "1", "4", "2", "0", "0", "0", "1", "1", "2", "1", "1", "1", "1"
"U1e", "There is a new element being researched, thorium. Thorium is an alternative to uranium. ", "282", "L9", "3", "user27", "1", "4", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"U1e", "thorium is being considered as a replacement for uranium. a professional in the field supports it because it is better than uranium. a biologist does not because it leaks more neutrons than uranium ", "283", "M10", "1", "user28", "1", "4", "2", "2", "0", "0", "0", "1", "2", "0", "0", "0", "0"
"U1e", "Thorium is being considered as a replacement for uranium as a means to produce energy. A professional in the field recommends it, while a biologist opposes it because it leaks more neutrons than uranium.", "284", "M10", "2", "user29", "1", "4", "2", "2", "0", "0", "1", "1", "2", "0", "0", "0", "0"
"U1e", "thorium is being considered as a replacement for uranium as an energy source. professionals support the idea while some biologist do not because it may threaten the environment", "285", "M10", "3", "user30", "1", "4", "2", "2", "0", "0", "1", "1", "2", "0", "0", "0", "1"
"U1e", "there have been discussions about using thorium instead of uranium as nuclear fuel. a expert in thorium agrees that thorium should replace uranium. a non expert but phD in another area says thorium should not be used because it is able to leak neutrons more.", "286", "M11", "1", "user31", "1", "4", "2", "0", "0", "0", "1", "1", "1", "0", "0", "0", "0"
"U1e", "This article was about using Thronium instead of Uranium for chemical fuel. Experts in thronium say it is better than uranium but an exert in another field with a Ph. D. says that thronium leaks more neutons ", "287", "M11", "2", "user32", "1", "4", "2", "0", "0", "0", "1", "1", "0", "1", "1", "0", "0"
"U1e", "This article was about using thronium instead of uranium for chemical fuel. Experts in thronium say that it is better than uranium. PhDs in other fields say that thronium releases more neutons.", "288", "M11", "3", "user33", "1", "4", "2", "0", "0", "0", "1", "1", "2", "1", "1", "0", "0"
"U1e", "There is discussion around whether thorium is a good/safer option for replacing uranium work toward using nuclear energy. neutrons leak and create fission which must be blocked from the environment. a chemical engineer and expert in thorium proposes that this is a good idea to start using Thorium instead of uranium.  Another scientist disagrees and says that thorium allows greater leaks of neutrons than uranium. ", "289", "L12", "1", "user34", "1", "4", "2", "0", "0", "0", "1", "1", "2", "0", "0", "0", "0"
"U1e", "There is a proposal to make use of Thorium instead of Uranium in nuclear reactors. some scientists say this will improve safety; others say it is not necessary.", "290", "L12", "2", "user35", "1", "4", "2", "2", "0", "0", "0", "0", "2", "0", "0", "1", "1"
"U1e", "There is a proposal to use Thorium instead of Uranium in nuclear reactors. Some scientists say this will improve safety; others say it is not necessary.", "291", "L12", "3", "user36", "1", "4", "2", "2", "0", "0", "0", "0", "2", "0", "0", "1", "1"
"F2h", "Dr. King and Dr. Harris are supporting stem cell research since it would help other studies and produce new research.", "402", "M13", "2", "user38", "1", "0", "2", "2", "0", "1", "0", "1", "2", "0", "1", "1", "1"
"U2e", "Due to the overuse of antibiotics, many bacterial infections have become immune to antibacterial vaccines. One solution to this problem is phage theory. Dr. Moore, an expert in phage theory, is in favor of it because he has seen it work in many Eastern European countries. Dr., a physicist and not an expert in phage theory, is agaisnt it. ", "293", "L9", "2", "user26", "1", "4", "2", "0", "0", "0", "0", "0", "1", "0", "0", "1", "1"
"U2e", "Due to the overuse of antibiotics, bacteria have become resistant to certain forms of treatment. One solution is phage theory. Dr. Moore, an expert in phage theory, is in support of phage because he has seen it work in Eastern European countries. A nameless Ph.D who is not an expert in phage does not support it.", "294", "L9", "3", "user27", "1", "4", "2", "0", "0", "0", "0", "0", "1", "0", "0", "1", "1"
"U2e", "A new type of therapy can help to stop drug resistant bacteria. one professional in the field reccomends it while another who isnt an expert in the field doesnt reccomend it.", "295", "M10", "1", "user28", "1", "3", "2", "0", "0", "0", "1", "1", "1", "0", "0", "1", "1"
"U2e", "A new type of drug is being proposed for usage because it can fight drug resistant bacteria. A professional in the field recommends it, while another who is not a professional in the field does not.", "296", "M10", "2", "user29", "1", "3", "2", "2", "0", "0", "1", "1", "2", "0", "0", "1", "1"
"U2e", "a new drug has been revealed it is being tested to fight drug resistant bacteria. some professional experts support the drug while others do not
", "297", "M10", "3", "user30", "1", "3", "2", "0", "0", "0", "1", "1", "2", "0", "0", "1", "1"
"U2e", "Beccause of overuse of antibiotics, some bacteria are becoming resistant to many antibiotics. a new phase therapy that uses phage to inactivate bacteria has been discussed to treat infection. a expert on this matter says this treatment looks promising. a non expert on the matter opposes this treatment and says the phages can cause toxins to humans", "298", "M11", "1", "user31", "1", "4", "2", "0", "0", "0", "1", "1", "1", "0", "0", "0", "0"
"U2e", "This article was about bacteria becoming resistant to antibiotics due to their overuse. Some experts in the field want to use a new therapy called phage that uses deactivated bacteria. Other experts not in the field think it can cause harm.", "299", "M11", "2", "user32", "1", "4", "2", "0", "0", "0", "1", "1", "2", "0", "0", "1", "1"
"U3g", "Biomediration can remove certain bad products from the soil, although it can also produce some toxins.
", "378", "L13", "3", "user39", "1", "4", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"U2e", "Use of antibiotics is increasing the risk of bacteria in society. Phage therapy is one method of treating disease. An expert suggests using phage therapy to treat infections. a physicist and non-expert suggests that phage therapy may be harmful to humans.", "302", "L12", "2", "user35", "1", "2", "2", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0"
"U1g", "Thorium is a safer alternative to uranium, but Dr. Johnson says that it can be more harmful. A non-expert says that it is still the safer alternative.", "353", "L13", "2", "user38", "1", "4", "2", "0", "0", "0", "1", "1", "1", "0", "0", "0", "0"
"U3e", "Bioremediation is a new way of recycling natural occuring resources within the environment. Bioremediation can add nutrients to the soil. Dr. Harris, an expert in bioremediation, is in favor of it because of its benefits. Dr., who is not an expert in bioremediation, is against it because of the potential for chemical byproducts.", "305", "L9", "2", "user26", "1", "4", "2", "0", "0", "0", "0", "1", "1", "0", "0", "0", "0"
"U3e", "Bioremediation is a new way of recycling naturally produced resources. Bioremediation adds nutrients to the soil. Dr. Harris is in favor of bioremediation because of its benefits. Some other nameless Ph.D. is not in favor of it and is ignorant of its benefits.", "306", "L9", "3", "user27", "1", "4", "2", "0", "0", "0", "0", "1", "2", "0", "0", "0", "1"
"U3e", "Bioremediatation is the process of removing comtaminants from waste using microbes. One professional recommends it because it is a sustainabke way of getting rid of toxic wastd while another doesnt bc it may producr harmful byproducts. ", "307", "M10", "1", "user28", "1", "4", "2", "2", "0", "0", "0", "1", "2", "0", "0", "0", "0"
"U3e", "Bioremidiation is the process of breaking down waste using microbes. One scientist recommends it because it is less harmful to the environment.", "308", "M10", "2", "user29", "1", "4", "1", "2", "0", "0", "0", "1", "3", "2", "2", "2", "2"
"U3e", "bioremediation is the process of breaking down waste for reuse. one scientist reccomends it.", "309", "M10", "3", "user30", "1", "4", "1", "2", "0", "0", "1", "1", "3", "2", "2", "2", "2"
"U3e", "A new process called bioremediation is on the rise. this process allows for microorganisms that can use trash and normally nondecomposable items in soil as fuel sources. this helps emliminate trash in soil. an expert microbiologist agrees that this process should be advocated for. an non expert chemist says this process will do the opposite and release dangerous compounds into the environment.", "310", "M11", "1", "user31", "1", "4", "2", "0", "0", "0", "1", "1", "1", "0", "0", "0", "0"
"U3e", "This article was about bioremedication. The process allows microbos to break down non-biodecomposing. Experts biologies believe that it will benefit the environment. Other experts in another field say it will be harmful as the process will produce harm substance for the environment. ", "311", "M11", "2", "user32", "1", "2", "2", "0", "0", "0", "1", "1", "1", "0", "0", "0", "0"
"U3e", "This article was about bioremedication. Some say that it will help biodecomposing. ", "312", "M11", "3", "user33", "1", "2", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"U3e", "bioremediation is a process of rejuvenating/ cleaning water, soil, and other natural resources. 
dr harris, a microbiologicst and expert of bioremediation, claims that bioremediation is a good method to use. However, dr anderson, a physicist and non-expert of bioremediation, claims that bioremediation could lead to toxic by-products. ", "313", "L12", "1", "user34", "1", "2", "2", "0", "0", "0", "1", "1", "1", "0", "0", "0", "0"
"U3e", "There is discussion of bioremediation. Some propose using this to clean contaminated soil. Others object to the high cost.", "314", "L12", "2", "user35", "1", "4", "2", "2", "1", "1", "0", "1", "2", "0", "0", "0", "1"
"U3e", "there is discussion of bioremediation. some propose it could be used to clean contaminated soil. others object to the high cost", "315", "L12", "3", "user36", "1", "4", "2", "2", "1", "1", "0", "0", "2", "0", "0", "0", "1"
"F1f", "Genetically modified organisms (GMOs) are organisms which are modified in a way that does not occur naturally through mating and/or genetic recombination. These modifications can be made by viruses, bacteria, or other methods. Dr. Lewis, an ecologist and GMO expert, supports the use of GMOs because he believed that it will help to solve the global food shortage. Dr. X a, virologist and not a GMO expert, also supports the use of GMOs because they use less water than raising food naturally.", "316", "M9", "1", "user25", "1", "4", "2", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0"
"F1f", "Genetically Modified Organisms (GMO's) are organisms that have been modified not through mating and/or reproduction. They are modified through bacteria, viruses, or some other method. Dr., an expert in GMO's, is in favor of them because he belives they will help stop the global food shortage. ", "317", "M9", "2", "user26", "1", "4", "1", "0", "0", "0", "0", "0", "3", "2", "2", "2", "2"
"F1f", "GMOs are organisms that have been modified not by mating or reproduction but by bacteria or viruses. A nameless Ph.D who is an expert in GMOs believes that they are crucial to the sustainability of humans.
", "318", "M9", "3", "user27", "1", "4", "1", "0", "0", "0", "0", "1", "3", "2", "2", "2", "2"
"F1f", "Genetically modified organisms are organisms that are altered in ways that nature cannot. An expert in the field says that it can help the world food shortage while a non expert also supports GMO's for environmental reasons ", "319", "L10", "1", "user28", "1", "4", "2", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0"
"F1f", "Genetically Modified Organisms or GMO's are organisms that are modified in ways that can not be done by nature. An expert in the field agrees with GMO usage because they can help reduce the world food shortage, while a non-expert in the field also agrees with their usage due to their effect on the environment.", "320", "L10", "2", "user29", "1", "4", "2", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0"
"F1f", "gmo's are genetically modified organisms. some scientists support the practice because they can help fight world hunger and other reasons", "321", "L10", "3", "user30", "1", "2", "1", "2", "0", "0", "0", "0", "3", "2", "2", "2", "2"
